,X,person,speech,syllables,wordsyl,wc
1161,1161,Donald Trump,"So conservatives actually do come out of Manhattan, including William F.",22,11,2
2328,2328,Hillary Clinton,Security Council adopting a resolution that lays out a transition path.,22,11,2
3900,3900,Hillary Clinton,Helping to negotiate and implement a treaty to reduce nuclear weapons.,22,11,2
4583,4583,Bernie Sanders,Real inflation accounted for wages has declined precipitously over the years.,22,11,2
5007,5007,Bernie Sanders,Maybe we should focus on quality education with well-paid faculty members.,22,11,2
6061,6061,Bernie Sanders,"Internally, what we have got to do is significantly improve intelligence.",22,11,2
7351,7351,Ted Cruz,"And most astonishingly, this agreement trusts the Iranians to inspect themselves.",22,11,2
8679,8679,Marco Rubio,You have radical jihadists in dozens of countries across multiple continents.,22,11,2
9082,9082,Ben Carson,"Remember, we have six hundred forty five federal agencies and sub-agencies.",22,11,2
11403,11403,Jeb Bush,We need to eliminate the sequester which is devastating our military.,22,11,2
12253,12253,Jeb Bush,"And I laid out a comprehensive, conservative approach for immigration reform.",22,11,2
13285,13285,John Kasich,"All that together -- wealth, connection, family -- America's greatest days are ahead.",22,11,2
2786,2786,Hillary Clinton,"Two former governors, the current governor, the current other senator.",20,10,2
5060,5060,Bernie Sanders,"The number of heroin deaths are growing very, very significantly.",20,10,2
5347,5347,Bernie Sanders,"Great ideas, Governor O'Malley, Secretary Clinton, but here's the truth.",20,10,2
5529,5529,Bernie Sanders,"Well, weâ€™ve had a number of economists supporting our legislation.",20,10,2
7184,7184,Ted Cruz,But then the IRS promulgated new regulations targeting tax preparers.,20,10,2
9207,9207,Ben Carson,We had churches before that and charitable organizations before that.,20,10,2
10312,10312,Chris Christie,She put American intelligence officers at risk for her convenience.,20,10,2
10499,10499,Chris Christie,"What really matters is this, that executive experience really matters.",20,10,2
11310,11310,Jeb Bush,This relates to the strategic patience of the Obama administration.,20,10,2
12656,12656,John Kasich,So we have a unique opportunity to bring everybody together.,20,10,2
14112,14112,Martin O'Malley,She was an advocate against bullying and implementing anti-bullying things.,20,10,2
515,515,Donald Trump,"What happened with Atlantic City is very, very disgraceful.",18,9,2
2202,2202,Hillary Clinton,And we must work more closely with Muslim-American communities.,18,9,2
4042,4042,Bernie Sanders,"Sixty-three percent of the American people didnâ€™t vote, Anderson.",18,9,2
4283,4283,Bernie Sanders,"Sixty-three percent of the American people didnâ€™t vote, Anderson.",18,9,2
6515,6515,Ted Cruz,America has always been reluctant to use military force.,18,9,2
6743,6743,Ted Cruz,The millionaires and billionaires are doing great under Obama.,18,9,2
7717,7717,Marco Rubio,But the portability part of it is incredibly important.,18,9,2
7929,7929,Marco Rubio,Why do Americans contribute millions of dollars to charity?,18,9,2
8435,8435,Marco Rubio,Ours -- the story of America is an extraordinary story.,18,9,2
8827,8827,Marco Rubio,It is critically important in the twenty onest Century.,18,9,2
9106,9106,Ben Carson,"Well, obviously, you don't understand my views on homosexuality.",18,9,2
10663,10663,Rand Paul,"You know, I've supported legislation to allow body cameras.",18,9,2
10720,10720,Rand Paul,Did a couple of cataract surgeries over Christmas holidays.,18,9,2
12346,12346,Jeb Bush,President Obama almost reflexively always says the same thing.,18,9,2
13650,13650,Martin O'Malley,And so I believe in fair market American capitalism.,18,9,2
14473,14473,Martin O'Malley,"Anderson, in our state, we actually expanded family leave.",18,9,2
220,220,Donald Trump,He has absolutely no respect for President Obama.,16,8,2
1381,1381,Donald Trump,The insurance companies are getting rich on Obamacare.,16,8,2
2027,2027,Hillary Clinton,I did introduce legislation to reign in compensation.,16,8,2
3016,3016,Hillary Clinton,I have absolutely no concerns about it whatsoever.,16,8,2
5279,5279,Bernie Sanders,I'm on both the Environmental and Energy Committees.,16,8,2
5500,5500,Bernie Sanders,"I believe in public funding of elections, absolutely.",16,8,2
5735,5735,Bernie Sanders,And what has happened there is absolutely unacceptable.,16,8,2
6811,6811,Ted Cruz,"Well, he appointed Eric Holder as attorney general.",16,8,2
7628,7628,Marco Rubio,Because they currently occupy Sunni cities and villages.,16,8,2
8362,8362,Marco Rubio,We are living through a massive economic transformation.,16,8,2
8452,8452,Marco Rubio,That's exactly what the Republican establishment says too.,16,8,2
9049,9049,Ben Carson,Six hundred and fifty federal agencies and department.,16,8,2
9170,9170,Ben Carson,It's particularly a problem in the black community.,16,8,2
9806,9806,Chris Christie,But Iâ€™m against the recreational use against marijuana.,16,8,2
11581,11581,Jeb Bush,She should not feel uncomfortable about her citizenship.,16,8,2
14004,14004,Martin O'Malley,We increased education funding by thirty seven percent.,16,8,2
51,51,Donald Trump,And the Middle East became totally destabilized.,14,7,2
1883,1883,Hillary Clinton,Itâ€™s also about choosing our next commander-in-chief.,14,7,2
2245,2245,Hillary Clinton,Trump is becoming Islamic State's biggest recruiter.,14,7,2
2940,2940,Hillary Clinton,They are destabilizing governments in the region.,14,7,2
3243,3243,Hillary Clinton,And we got the negotiation successfully done.,14,7,2
3368,3368,Hillary Clinton,Because there had already been eight investigations.,14,7,2
3814,3814,Hillary Clinton,And frankly they are undermining our democracy.,14,7,2
4029,4029,Bernie Sanders,Hispanic youth unemployment is thirty six percent.,14,7,2
4270,4270,Bernie Sanders,Hispanic youth unemployment is thirty six percent.,14,7,2
4684,4684,Bernie Sanders,Thatâ€™s what the political revolution is about.,14,7,2
4706,4706,Bernie Sanders,"Germany, many other countries do it already.",14,7,2
4755,4755,Bernie Sanders,Please become part of the political revolution.,14,7,2
5154,5154,Bernie Sanders,We've got to move toward community policing.,14,7,2
5948,5948,Bernie Sanders,And we had relatively little name recognition.,14,7,2
6168,6168,Bernie Sanders,That's what the environmental movement is about.,14,7,2
6570,6570,Ted Cruz,"With an eye to February twentyth, Carolina.",14,7,2
7780,7780,Marco Rubio,military is going to destroy these terrorists.,14,7,2
8056,8056,Marco Rubio,"How about Obamacare, a certified job killer?",14,7,2
8233,8233,Marco Rubio,We cannot continue to outsource foreign policy.,14,7,2
8631,8631,Marco Rubio,Iâ€™m reminded of a great editorial cartoon.,14,7,2
10268,10268,Chris Christie,This president allows lawlessness throughout this country.,14,7,2
11107,11107,Rand Paul,So it hasnâ€™t really been completely adjudicated.,14,7,2
11246,11246,Rand Paul,You fundamentally misunderstand the Bill of Rights.,14,7,2
11386,11386,Jeb Bush,"EPA delegated authority, back to the states.",14,7,2
11767,11767,Jeb Bush,"Look, America still is an exceptional country.",14,7,2
746,746,Donald Trump,Why does she keep interrupting everybody?,12,6,2
908,908,Donald Trump,The Middle East is totally destabilized.,12,6,2
1688,1688,Hillary Clinton,"Well, Iâ€™ve taken responsibility for it.",12,6,2
1775,1775,Hillary Clinton,"Well, I fully support Social Security.",12,6,2
2397,2397,Hillary Clinton,Those are all really positive developments.,12,6,2
2638,2638,Hillary Clinton,"Senator Sanders called him weak, disappointing.",12,6,2
2887,2887,Hillary Clinton,Weâ€™re missing other big energy companies.,12,6,2
4614,4614,Bernie Sanders,Support community banks and credit unions.,12,6,2
5069,5069,Bernie Sanders,This is a terribly complicated issue.,12,6,2
5173,5173,Bernie Sanders,It is -- it is absolutely inaccurate.,12,6,2
5210,5210,Bernie Sanders,The Democratic party needs major reform.,12,6,2
5446,5446,Bernie Sanders,"Well, Rachel, actually, that wasnâ€™t accurate.",12,6,2
6797,6797,Ted Cruz,He's a major Hillary Clinton supporter.,12,6,2
6985,6985,Ted Cruz,citizens permanently with no due process.,12,6,2
6995,6995,Ted Cruz,A number of Republicans supported them.,12,6,2
7082,7082,Ted Cruz,They get distracted by democracy building.,12,6,2
7274,7274,Ted Cruz,"Or, even some famous Colorado brownies.",12,6,2
7292,7292,Ted Cruz,seven million women have entered poverty.,12,6,2
7355,7355,Ted Cruz,These Planned Parenthood videos are horrifying.,12,6,2
7724,7724,Marco Rubio,I respect people that believe differently.,12,6,2
7761,7761,Marco Rubio,Barack Obama wants to change America.,12,6,2
9801,9801,Chris Christie,This is recreational use of marijuana.,12,6,2
10793,10793,Rand Paul,It's what the neoconservatives have wanted.,12,6,2
10931,10931,Rand Paul,This is an incredibly important question.,12,6,2
10987,10987,Rand Paul,"Instead, the Washington establishment raised both.",12,6,2
11256,11256,Rand Paul,Reagan did negotiate with the Soviets.,12,6,2
11940,11940,Jeb Bush,And it's not embracing American values.,12,6,2
12415,12415,Jeb Bush,It is clearly a state responsibility.,12,6,2
13307,13307,John Kasich,You gotta be creative and imaginative.,12,6,2
424,424,Donald Trump,Autism has become an epidemic.,10,5,2
964,964,Donald Trump,I think it's very unprofessional.,10,5,2
1008,1008,Donald Trump,He has a wonderful temperament.,10,5,2
1123,1123,Donald Trump,Our military is a disaster.,10,5,2
1374,1374,Donald Trump,We're going to repeal Obamacare.,10,5,2
1572,1572,Donald Trump,His parents are incredible people.,10,5,2
3013,3013,Hillary Clinton,They are retroactively classifying it.,10,5,2
3774,3774,Hillary Clinton,Practice the discipline of gratitude.,10,5,2
4565,4565,Bernie Sanders,"Eisenhower, which was ninety percent.",10,5,2
5362,5362,Bernie Sanders,"Yes, his behavior was deplorable.",10,5,2
5762,5762,Bernie Sanders,Start listening to working families.,10,5,2
5861,5861,Bernie Sanders,We should expand Social Security.,10,5,2
6502,6502,Ted Cruz,It's using overwhelming air power.,10,5,2
6554,6554,Ted Cruz,This is an absolute epidemic.,10,5,2
7593,7593,Marco Rubio,Obamacare was not an accident.,10,5,2
8567,8567,Marco Rubio,Carson's ideas are good ideas.,10,5,2
8641,8641,Marco Rubio,And my grandfather loved America.,10,5,2
9223,9223,Ben Carson,We're talking about global jihadists.,10,5,2
9523,9523,Ben Carson,"So, unfortunately, it did happen.",10,5,2
9799,9799,Chris Christie,This is not medical marijuana.,10,5,2
10236,10236,Chris Christie,"Do you remember that, everybody?",10,5,2
10429,10429,Chris Christie,"We've watched it happen, everybody.",10,5,2
10676,10676,Rand Paul,The bill would involve legalization.,10,5,2
10896,10896,Rand Paul,"five percent for corporations, fourteen.",10,5,2
11183,11183,Rand Paul,Colorado has made their decision.,10,5,2
11674,11674,Jeb Bush,We can't do this unilaterally.,10,5,2
11759,11759,Jeb Bush,Our economy is under water.,10,5,2
12808,12808,John Kasich,The economy was really booming.,10,5,2
13428,13428,John Kasich,I was a military reformer.,10,5,2
13582,13582,Martin O'Malley,We have a rate-setting commission.,10,5,2
13852,13852,Martin O'Malley,So we're a collaborative people.,10,5,2
13939,13939,Martin O'Malley,We need a collaborative approach.,10,5,2
40,40,Donald Trump,Our politicians are stupid.,8,4,2
213,213,Donald Trump,Got along with everybody.,8,4,2
249,249,Donald Trump,The agreement was terrible.,8,4,2
279,279,Donald Trump,These are illegal immigrants.,8,4,2
545,545,Donald Trump,SuperPacs are a disaster.,8,4,2
913,913,Donald Trump,"Well, people feel differently.",8,4,2
958,958,Donald Trump,"Governor Huckabee, good guy.",8,4,2
1914,1914,Hillary Clinton,Itâ€™s become more complicated.,8,4,2
2076,2076,Hillary Clinton,Letâ€™s reverse the immunity.,8,4,2
2165,2165,Hillary Clinton,Please go to hillaryclinton.,8,4,2
2787,2787,Hillary Clinton,I really appreciate that.,8,4,2
4075,4075,Bernie Sanders,Itâ€™s exactly about rural.,8,4,2
4316,4316,Bernie Sanders,Itâ€™s exactly about rural.,8,4,2
4910,4910,Bernie Sanders,That's the secondary issue.,8,4,2
4912,4912,Bernie Sanders,Secretary Clinton is right.,8,4,2
5431,5431,Bernie Sanders,four trillion dollar deficit.,8,4,2
5494,5494,Bernie Sanders,"Unfortunately, we lost that.",8,4,2
5947,5947,Bernie Sanders,We had no organization.,8,4,2
6745,6745,Ted Cruz,Median wages have stagnated.,8,4,2
7222,7222,Ted Cruz,I believe in America.,8,4,2
7552,7552,Marco Rubio,And Donald's absolutely right.,8,4,2
8267,8267,Marco Rubio,My family are immigrants.,8,4,2
8451,8451,Marco Rubio,That's an interesting question.,8,4,2
8994,8994,Ben Carson,Itâ€™s all about America.,8,4,2
9041,9041,Ben Carson,Vaccines are very important.,8,4,2
9497,9497,Ben Carson,This is absolutely absurd.,8,4,2
9938,9938,Chris Christie,Enough on fantasy football.,8,4,2
9984,9984,Chris Christie,America has been betrayed.,8,4,2
10329,10329,Chris Christie,attorney thirteen years ago.,8,4,2
10681,10681,Rand Paul,I was for legalization.,8,4,2
10703,10703,Rand Paul,Wade nationalized the issue.,8,4,2
11255,11255,Rand Paul,Iâ€™m a Reagan conservative.,8,4,2
11432,11432,Jeb Bush,It is completely outrageous.,8,4,2
11903,11903,Jeb Bush,I deliver real results.,8,4,2
12060,12060,Jeb Bush,He's a gifted politician.,8,4,2
12143,12143,Jeb Bush,America's at a crossroads.,8,4,2
12316,12316,Jeb Bush,"He supported him, publicly.",8,4,2
13204,13204,John Kasich,But Ohio is diversified.,8,4,2
13282,13282,John Kasich,It's about less regulation.,8,4,2
14314,14314,Martin O'Malley,Go on to martinomalley.,8,4,2
250,250,Donald Trump,It was incompetent.,6,3,2
547,547,Donald Trump,They cause dishonesty.,6,3,2
797,797,Donald Trump,People respected it.,6,3,2
870,870,Donald Trump,You interrupted me.,6,3,2
1158,1158,Donald Trump,You do legislation.,6,3,2
